empieza;tipo;tema
Crear un programa que simule el comportamiento de un reloj digital, escribiendo en formato de horas,  minutos y segundos, iniciando desde las 00:00:00 horas hasta las 23:59:59 horas;terminar en 23:59:59;condicion-info
Crear un programa que simule el comportamiento de un reloj digital, escribiendo en formato de horas,  minutos y segundos, iniciando desde las 00:00:00 horas hasta las 23:59:59 horas;simular un reloj digital con las horas, minutos y segundos.;hacer
Crear un programa que simule el comportamiento de un reloj digital, escribiendo en formato de horas,  minutos y segundos, iniciando desde las 00:00:00 horas hasta las 23:59:59 horas;tecla s para iniciar el reloj;entrada
Crear un programa que simule el comportamiento de un reloj digital, escribiendo en formato de horas,  minutos y segundos, iniciando desde las 00:00:00 horas hasta las 23:59:59 horas;funcionamiento del reloj;salida
Crear un programa que simule el comportamiento de un reloj digital, escribiendo en formato de horas,  minutos y segundos, iniciando desde las 00:00:00 horas hasta las 23:59:59 horas;recibir por teclado el carácter s para iniciar el reloj;pseudocodigo
Crear un programa que simule el comportamiento de un reloj digital, escribiendo en formato de horas,  minutos y segundos, iniciando desde las 00:00:00 horas hasta las 23:59:59 horas;llamar una función llamada reloj que conecta varios for para ir proyectando el reloj;pseudocodigo
Crear un programa que simule el comportamiento de un reloj digital, escribiendo en formato de horas,  minutos y segundos, iniciando desde las 00:00:00 horas hasta las 23:59:59 horas;ir mostrando en pantalla el reloj;pseudocodigo
-;-;-
Generar los primeros diez números perfectos. NOTA: un número perfecto es aquel que es igual a la suma de sus divisores, excluyéndose el propio número. Por ejemplo, el número 28 presenta 5 divisores menores y distintos de 28, que son 1,2,4,7 y 14. Al sumarlos da como resultado 28.;generar los diez primeros números perfectos;condicion-info
Generar los primeros diez números perfectos. NOTA: un número perfecto es aquel que es igual a la suma de sus divisores, excluyéndose el propio número. Por ejemplo, el número 28 presenta 5 divisores menores y distintos de 28, que son 1,2,4,7 y 14. Al sumarlos da como resultado 28.;un número perfecto es aquel que la suma de sus divisores es igual al propio número.;condicion-info
Generar los primeros diez números perfectos. NOTA: un número perfecto es aquel que es igual a la suma de sus divisores, excluyéndose el propio número. Por ejemplo, el número 28 presenta 5 divisores menores y distintos de 28, que son 1,2,4,7 y 14. Al sumarlos da como resultado 28.;la suma de divisores no incluye el propio número.;condicion-info
Generar los primeros diez números perfectos. NOTA: un número perfecto es aquel que es igual a la suma de sus divisores, excluyéndose el propio número. Por ejemplo, el número 28 presenta 5 divisores menores y distintos de 28, que son 1,2,4,7 y 14. Al sumarlos da como resultado 28.;generar los 10 primeros números perfectos;hacer
Generar los primeros diez números perfectos. NOTA: un número perfecto es aquel que es igual a la suma de sus divisores, excluyéndose el propio número. Por ejemplo, el número 28 presenta 5 divisores menores y distintos de 28, que son 1,2,4,7 y 14. Al sumarlos da como resultado 28.;tecla s para iniciar el cálculo;entrada
Generar los primeros diez números perfectos. NOTA: un número perfecto es aquel que es igual a la suma de sus divisores, excluyéndose el propio número. Por ejemplo, el número 28 presenta 5 divisores menores y distintos de 28, que son 1,2,4,7 y 14. Al sumarlos da como resultado 28.;10 números correspondientes a los números perfectos;salida
Generar los primeros diez números perfectos. NOTA: un número perfecto es aquel que es igual a la suma de sus divisores, excluyéndose el propio número. Por ejemplo, el número 28 presenta 5 divisores menores y distintos de 28, que son 1,2,4,7 y 14. Al sumarlos da como resultado 28.;recibir por teclado el carácter s para iniciar el cálculo;pseudocodigo
Generar los primeros diez números perfectos. NOTA: un número perfecto es aquel que es igual a la suma de sus divisores, excluyéndose el propio número. Por ejemplo, el número 28 presenta 5 divisores menores y distintos de 28, que son 1,2,4,7 y 14. Al sumarlos da como resultado 28.;llamar la función que busca los divisores del número (in tener en cuenta el mismo número) y los guarda en un vector;pseudocodigo
Generar los primeros diez números perfectos. NOTA: un número perfecto es aquel que es igual a la suma de sus divisores, excluyéndose el propio número. Por ejemplo, el número 28 presenta 5 divisores menores y distintos de 28, que son 1,2,4,7 y 14. Al sumarlos da como resultado 28.;realizar la suma de los elementos de ese vector;pseudocodigo
Generar los primeros diez números perfectos. NOTA: un número perfecto es aquel que es igual a la suma de sus divisores, excluyéndose el propio número. Por ejemplo, el número 28 presenta 5 divisores menores y distintos de 28, que son 1,2,4,7 y 14. Al sumarlos da como resultado 28.;por un if, confirmar si el número es perfecto y guardarlo en otro vector de 10 posiciones;pseudocodigo
Generar los primeros diez números perfectos. NOTA: un número perfecto es aquel que es igual a la suma de sus divisores, excluyéndose el propio número. Por ejemplo, el número 28 presenta 5 divisores menores y distintos de 28, que son 1,2,4,7 y 14. Al sumarlos da como resultado 28.;mostrar en pantalla el vector de números perfectos;pseudocodigo
-;-;-
Según historias cuentan que el inventor del juego del ajedrez, el rey que le solicitó hacerlo le preguntó cómo quería que este le pagase, a lo cual el inventor le contesto que ubicara un grano de trigo en el primer cuadro del tablero, en el segundo ubicara el doble del primero, en el tercero el doble del segundo y así sucesivamente hasta completar los 64 cuadrados. Se debe crear un programa que muestre un tablero (Puede ser sin líneas) en donde se indique el número de granos de trigo que debió colocar el rey por cada cuadro.;matriz de 8x8;condicion-info
Según historias cuentan que el inventor del juego del ajedrez, el rey que le solicitó hacerlo le preguntó cómo quería que este le pagase, a lo cual el inventor le contesto que ubicara un grano de trigo en el primer cuadro del tablero, en el segundo ubicara el doble del primero, en el tercero el doble del segundo y así sucesivamente hasta completar los 64 cuadrados. Se debe crear un programa que muestre un tablero (Puede ser sin líneas) en donde se indique el número de granos de trigo que debió colocar el rey por cada cuadro.;el valor inicial, es 1;condicion-info
Según historias cuentan que el inventor del juego del ajedrez, el rey que le solicitó hacerlo le preguntó cómo quería que este le pagase, a lo cual el inventor le contesto que ubicara un grano de trigo en el primer cuadro del tablero, en el segundo ubicara el doble del primero, en el tercero el doble del segundo y así sucesivamente hasta completar los 64 cuadrados. Se debe crear un programa que muestre un tablero (Puede ser sin líneas) en donde se indique el número de granos de trigo que debió colocar el rey por cada cuadro.;el valor de la siguiente casilla es el doble de la anterior;condicion-info
Según historias cuentan que el inventor del juego del ajedrez, el rey que le solicitó hacerlo le preguntó cómo quería que este le pagase, a lo cual el inventor le contesto que ubicara un grano de trigo en el primer cuadro del tablero, en el segundo ubicara el doble del primero, en el tercero el doble del segundo y así sucesivamente hasta completar los 64 cuadrados. Se debe crear un programa que muestre un tablero (Puede ser sin líneas) en donde se indique el número de granos de trigo que debió colocar el rey por cada cuadro.;mostrar un tablero de ajedrez con la cantidad de trigo puesta por el rey en cada casilla;hacer
Según historias cuentan que el inventor del juego del ajedrez, el rey que le solicitó hacerlo le preguntó cómo quería que este le pagase, a lo cual el inventor le contesto que ubicara un grano de trigo en el primer cuadro del tablero, en el segundo ubicara el doble del primero, en el tercero el doble del segundo y así sucesivamente hasta completar los 64 cuadrados. Se debe crear un programa que muestre un tablero (Puede ser sin líneas) en donde se indique el número de granos de trigo que debió colocar el rey por cada cuadro.;tecla s para iniciar el cálculo;entrada
Según historias cuentan que el inventor del juego del ajedrez, el rey que le solicitó hacerlo le preguntó cómo quería que este le pagase, a lo cual el inventor le contesto que ubicara un grano de trigo en el primer cuadro del tablero, en el segundo ubicara el doble del primero, en el tercero el doble del segundo y así sucesivamente hasta completar los 64 cuadrados. Se debe crear un programa que muestre un tablero (Puede ser sin líneas) en donde se indique el número de granos de trigo que debió colocar el rey por cada cuadro.;matriz de 8x8 con la cantidad de trigo;salida
Según historias cuentan que el inventor del juego del ajedrez, el rey que le solicitó hacerlo le preguntó cómo quería que este le pagase, a lo cual el inventor le contesto que ubicara un grano de trigo en el primer cuadro del tablero, en el segundo ubicara el doble del primero, en el tercero el doble del segundo y así sucesivamente hasta completar los 64 cuadrados. Se debe crear un programa que muestre un tablero (Puede ser sin líneas) en donde se indique el número de granos de trigo que debió colocar el rey por cada cuadro.;recibir por teclado el carácter s para iniciar el cálculo;pseudocodigo
Según historias cuentan que el inventor del juego del ajedrez, el rey que le solicitó hacerlo le preguntó cómo quería que este le pagase, a lo cual el inventor le contesto que ubicara un grano de trigo en el primer cuadro del tablero, en el segundo ubicara el doble del primero, en el tercero el doble del segundo y así sucesivamente hasta completar los 64 cuadrados. Se debe crear un programa que muestre un tablero (Puede ser sin líneas) en donde se indique el número de granos de trigo que debió colocar el rey por cada cuadro.;llamar la función que con dos for comienza a llenar la matriz de 8x8;pseudocodigo
Según historias cuentan que el inventor del juego del ajedrez, el rey que le solicitó hacerlo le preguntó cómo quería que este le pagase, a lo cual el inventor le contesto que ubicara un grano de trigo en el primer cuadro del tablero, en el segundo ubicara el doble del primero, en el tercero el doble del segundo y así sucesivamente hasta completar los 64 cuadrados. Se debe crear un programa que muestre un tablero (Puede ser sin líneas) en donde se indique el número de granos de trigo que debió colocar el rey por cada cuadro.;si la posición es 0,0 el valor será 1;pseudocodigo
Según historias cuentan que el inventor del juego del ajedrez, el rey que le solicitó hacerlo le preguntó cómo quería que este le pagase, a lo cual el inventor le contesto que ubicara un grano de trigo en el primer cuadro del tablero, en el segundo ubicara el doble del primero, en el tercero el doble del segundo y así sucesivamente hasta completar los 64 cuadrados. Se debe crear un programa que muestre un tablero (Puede ser sin líneas) en donde se indique el número de granos de trigo que debió colocar el rey por cada cuadro.;si la posición es diferente el valor será el doble del valor de la posición anterior;pseudocodigo
Según historias cuentan que el inventor del juego del ajedrez, el rey que le solicitó hacerlo le preguntó cómo quería que este le pagase, a lo cual el inventor le contesto que ubicara un grano de trigo en el primer cuadro del tablero, en el segundo ubicara el doble del primero, en el tercero el doble del segundo y así sucesivamente hasta completar los 64 cuadrados. Se debe crear un programa que muestre un tablero (Puede ser sin líneas) en donde se indique el número de granos de trigo que debió colocar el rey por cada cuadro.;llamar la función que imprime la matriz -  tablero de ajedrez;pseudocodigo
-;-;-
Hacer una función recursiva que reciba una lista y retornar la suma de sus elementos.;trabajar con listas que contengan elementos;condicion-info
Hacer una función recursiva que reciba una lista y retornar la suma de sus elementos.;usar la recursión para el calculo solicitado;condicion-info
Hacer una función recursiva que reciba una lista y retornar la suma de sus elementos.;el numero de elementos puede ser cualquiera distinto de cero;condicion-info
Hacer una función recursiva que reciba una lista y retornar la suma de sus elementos.;retornar la suma de los elementos de una lista usando la recursión;hacer
Hacer una función recursiva que reciba una lista y retornar la suma de sus elementos.;puede llenarse la lista pidiendo datos por teclado o bien inicializarla en su definición;entrada
Hacer una función recursiva que reciba una lista y retornar la suma de sus elementos.;la suma de los elementos;salida
Hacer una función recursiva que reciba una lista y retornar la suma de sus elementos.;definir una lista;pseudocodigo
Hacer una función recursiva que reciba una lista y retornar la suma de sus elementos.;introducir elementos en la lista definida;pseudocodigo
Hacer una función recursiva que reciba una lista y retornar la suma de sus elementos.;definir una variable que almacene el valor de sumar cada valor de la lista;pseudocodigo
Hacer una función recursiva que reciba una lista y retornar la suma de sus elementos.;iterar sobre la lista pasando por cada uno de sus valores;pseudocodigo
Hacer una función recursiva que reciba una lista y retornar la suma de sus elementos.;sumar cada valor y almacenarlo en la variable definida anteriormente;pseudocodigo
Hacer una función recursiva que reciba una lista y retornar la suma de sus elementos.;retornar el valor de la suma de los elementos de la lista;pseudocodigo
-;-;-
Dada una lista compuesta por números enteros, retornar la sumatoria de todos los números pares.;definir una lista que contenga numeros enteros;condicion-info
Dada una lista compuesta por números enteros, retornar la sumatoria de todos los números pares.;el numero de elementos puede ser cualquiera distinto de cero;condicion-info
Dada una lista compuesta por números enteros, retornar la sumatoria de todos los números pares.; analizar solo los numeros que son pares;condicion-info
Dada una lista compuesta por números enteros, retornar la sumatoria de todos los números pares.;retornar la suma de los números pares que existen dentro de la lista;hacer
Dada una lista compuesta por números enteros, retornar la sumatoria de todos los números pares.;puede llenarse la lista pidiendo datos por teclado o bien inicializarla en su definición;entrada
Dada una lista compuesta por números enteros, retornar la sumatoria de todos los números pares.;la suma de los numeros pares;salida
Dada una lista compuesta por números enteros, retornar la sumatoria de todos los números pares.;definir una lista ;pseudocodigo
Dada una lista compuesta por números enteros, retornar la sumatoria de todos los números pares.;introducir elementos en la lista definida;pseudocodigo
Dada una lista compuesta por números enteros, retornar la sumatoria de todos los números pares.;definir una variable que almacene el valor de sumar cada numero par;pseudocodigo
Dada una lista compuesta por números enteros, retornar la sumatoria de todos los números pares.;iterar sobre la lista pasando por cada uno de sus valores;pseudocodigo
Dada una lista compuesta por números enteros, retornar la sumatoria de todos los números pares.;sumar cada numero que sea par y almacenarlo en la variable definida anteriormente;pseudocodigo
Dada una lista compuesta por números enteros, retornar la sumatoria de todos los números pares.;retornar el valor de la suma de solo los numeros pares;pseudocodigo
-;-;-
Hacer una función recursiva que reciba una lista de enteros positivos y devolver el mayor valor contenido en la lista (o-1) si está vacía.;trabajar con listas que solo contenga los numeros enteros positivos;condicion-info
Hacer una función recursiva que reciba una lista de enteros positivos y devolver el mayor valor contenido en la lista (o-1) si está vacía.;usar la recursión para el calculo solicitado;condicion-info
Hacer una función recursiva que reciba una lista de enteros positivos y devolver el mayor valor contenido en la lista (o-1) si está vacía.;el numero de elementos puede ser cualquiera distinto de cero;condicion-info
Hacer una función recursiva que reciba una lista de enteros positivos y devolver el mayor valor contenido en la lista (o-1) si está vacía.;retornar el mayor numero contenido en la lista de solo enteros positivos;hacer
Hacer una función recursiva que reciba una lista de enteros positivos y devolver el mayor valor contenido en la lista (o-1) si está vacía.;puede llenarse la lista pidiendo datos por teclado o bien inicializarla en su definición;entrada
Hacer una función recursiva que reciba una lista de enteros positivos y devolver el mayor valor contenido en la lista (o-1) si está vacía.;numero mayor contenido en la lista;salida
Hacer una función recursiva que reciba una lista de enteros positivos y devolver el mayor valor contenido en la lista (o-1) si está vacía.;definir una lista;pseudocodigo
Hacer una función recursiva que reciba una lista de enteros positivos y devolver el mayor valor contenido en la lista (o-1) si está vacía.;definir una variable que almacene un valor arbitrario;pseudocodigo
Hacer una función recursiva que reciba una lista de enteros positivos y devolver el mayor valor contenido en la lista (o-1) si está vacía.;definir un primer ciclo iterativo que recorra la lista desde la posición cero hasta la ultima posición menos uno;pseudocodigo
Hacer una función recursiva que reciba una lista de enteros positivos y devolver el mayor valor contenido en la lista (o-1) si está vacía.;definir un segundo ciclo iterativo que recorra la lista desde la primera hasta la ultima posición ;pseudocodigo
Hacer una función recursiva que reciba una lista de enteros positivos y devolver el mayor valor contenido en la lista (o-1) si está vacía.;dentro del segundo ciclo iterativo se verifica la condición de que si un elemento es mayor a otro, esto se da relacionando el numero de la iteración con  las posiciones de la lista;pseudocodigo
Hacer una función recursiva que reciba una lista de enteros positivos y devolver el mayor valor contenido en la lista (o-1) si está vacía.;si se cumple la condición se almacena el nuevo numero mayor en la variable deifinida anteriormente;pseudocodigo
Hacer una función recursiva que reciba una lista de enteros positivos y devolver el mayor valor contenido en la lista (o-1) si está vacía.;retornar el mayor numero contenido en la lista;pseudocodigo
-;-;-
Dada una lista desordenada de números enteros, ordenar dicha lista de mayor a menor (no utilizar la función sort). Se deben implementar los algoritmos de ordenamientos.;trabajar con listas que contengan elementos;condicion-info
Dada una lista desordenada de números enteros, ordenar dicha lista de mayor a menor (no utilizar la función sort). Se deben implementar los algoritmos de ordenamientos.;el numero de elementos puede ser cualquiera distinto de cero;condicion-info
Dada una lista desordenada de números enteros, ordenar dicha lista de mayor a menor (no utilizar la función sort). Se deben implementar los algoritmos de ordenamientos.;usar algoritmos de ordenamiento;condicion-info
Dada una lista desordenada de números enteros, ordenar dicha lista de mayor a menor (no utilizar la función sort). Se deben implementar los algoritmos de ordenamientos.;la lista debe estar desordenada;condicion-info
Dada una lista desordenada de números enteros, ordenar dicha lista de mayor a menor (no utilizar la función sort). Se deben implementar los algoritmos de ordenamientos.;ordenar y presentar en pantalla una lista del mayor número al menor número;hacer
Dada una lista desordenada de números enteros, ordenar dicha lista de mayor a menor (no utilizar la función sort). Se deben implementar los algoritmos de ordenamientos.;puede llenarse la lista pidiendo datos por teclado o bien inicializarla en su definición;entrada
Dada una lista desordenada de números enteros, ordenar dicha lista de mayor a menor (no utilizar la función sort). Se deben implementar los algoritmos de ordenamientos.;una lista ordenada decendentemente;salida
Dada una lista desordenada de números enteros, ordenar dicha lista de mayor a menor (no utilizar la función sort). Se deben implementar los algoritmos de ordenamientos.;definir una lista;pseudocodigo
Dada una lista desordenada de números enteros, ordenar dicha lista de mayor a menor (no utilizar la función sort). Se deben implementar los algoritmos de ordenamientos.;introducir elementos en la lista definida;pseudocodigo
Dada una lista desordenada de números enteros, ordenar dicha lista de mayor a menor (no utilizar la función sort). Se deben implementar los algoritmos de ordenamientos.;utilizar algún algoritmo de ordenamiento (bubble sort, counting sort, merge sort, binary sort, entre otros);pseudocodigo
Dada una lista desordenada de números enteros, ordenar dicha lista de mayor a menor (no utilizar la función sort). Se deben implementar los algoritmos de ordenamientos.;retornar la lista ordenada descendentemente;pseudocodigo
-;-;-
Dada una lista compuesta por tres puntos ((list 1 2),[[1,2]…] es un punto donde x = 1, y = 2), retornar verdadero si dichos puntos forman un triángulo equilátero, y retornar falso en caso contrario.;trabajar con listas que contengan listas;condicion-info
Dada una lista compuesta por tres puntos ((list 1 2),[[1,2]…] es un punto donde x = 1, y = 2), retornar verdadero si dichos puntos forman un triángulo equilátero, y retornar falso en caso contrario.;el numero de listas (puntos) debe ser solo tres;condicion-info
Dada una lista compuesta por tres puntos ((list 1 2),[[1,2]…] es un punto donde x = 1, y = 2), retornar verdadero si dichos puntos forman un triángulo equilátero, y retornar falso en caso contrario.;se debe verificar si los puntos forman un triangulo equilatero;condicion-info
Dada una lista compuesta por tres puntos ((list 1 2),[[1,2]…] es un punto donde x = 1, y = 2), retornar verdadero si dichos puntos forman un triángulo equilátero, y retornar falso en caso contrario.;verificar si los puntos (x,y) dados forman un triangulo equilatero;hacer
Dada una lista compuesta por tres puntos ((list 1 2),[[1,2]…] es un punto donde x = 1, y = 2), retornar verdadero si dichos puntos forman un triángulo equilátero, y retornar falso en caso contrario.;puede llenarse la lista pidiendo datos por teclado o bien inicializarla en su definición;entrada
Dada una lista compuesta por tres puntos ((list 1 2),[[1,2]…] es un punto donde x = 1, y = 2), retornar verdadero si dichos puntos forman un triángulo equilátero, y retornar falso en caso contrario.;mensaje indicando si se tiene o no un triangulo equilatero;salida
Dada una lista compuesta por tres puntos ((list 1 2),[[1,2]…] es un punto donde x = 1, y = 2), retornar verdadero si dichos puntos forman un triángulo equilátero, y retornar falso en caso contrario.;definir una lista;pseudocodigo
Dada una lista compuesta por tres puntos ((list 1 2),[[1,2]…] es un punto donde x = 1, y = 2), retornar verdadero si dichos puntos forman un triángulo equilátero, y retornar falso en caso contrario.;introducir elementos en la lista definida;pseudocodigo
Dada una lista compuesta por tres puntos ((list 1 2),[[1,2]…] es un punto donde x = 1, y = 2), retornar verdadero si dichos puntos forman un triángulo equilátero, y retornar falso en caso contrario.;definir la operacion que determina la distancia entre dos puntos (x,y);pseudocodigo
Dada una lista compuesta por tres puntos ((list 1 2),[[1,2]…] es un punto donde x = 1, y = 2), retornar verdadero si dichos puntos forman un triángulo equilátero, y retornar falso en caso contrario.;verificar si las longitudes entre cada uno de los puntos (segmentos del triangulo) son iguales;pseudocodigo
Dada una lista compuesta por tres puntos ((list 1 2),[[1,2]…] es un punto donde x = 1, y = 2), retornar verdadero si dichos puntos forman un triángulo equilátero, y retornar falso en caso contrario.;segun lo anterior se retorna un mensaje indicativo;pseudocodigo
-;-;-
